date,cust_email,cust_location,product_id,product_quantity
2020-01-14,sloe@yahoo.com,19106,7UYZG1SW3A4S,1
2020-01-15,grio@hotmail.com,87308,M42YZOMSUHRM,1
2020-01-15,sty@inbox.com,44432,VEZ7Q6NPM1UA,1
2020-01-15,drio@live.com,71561,KP9RKQZ4W610,1
2020-01-15,drio@live.com,71561,K9FQMLWEUNH4,2
2020-01-15,frousk@hotmail.com,69064,MZ0FDTMC9EE3,1
2020-01-15,bre@mail.com,07243,R2W0HXGQXFDO,1
2020-01-15,ziu@inbox.com,88442,S8O5O8U1Y449,1
2020-01-15,boi@icloud.com,36370,A4K785EPY2QW,1
2020-01-16,smiob@hotmail.com,89168,B6KXUH30Y0EZ,1
2020-01-16,niev@gmail.com,00237,CNC3D8GD18C6,3
2020-01-17,shynd@aol.com,41616,4NX868DQMEDR,2
2020-01-17,shynd@aol.com,41616,PFDVDKQ8RP2W,2
2020-01-17,spi@live.com,14632,3QPB98LJ3FWC,1
2020-01-17,teo@msn.com,79483,0UR1EIA9I73O,1
2020-01-17,maz@gmail.com,84205,3LUNPGZQRMU9,2
2020-01-17,maz@gmail.com,84205,K9ODZNCE1I4Y,1
2020-01-17,shing@msn.com,89650,74WE33UJZWM1,1
2020-01-17,shing@msn.com,89650,EZO6TWE5TBNU,2
2020-01-18,floend@inbox.com,87281,5J56B86WMUEX,1
2020-01-18,floend@inbox.com,87281,VM7RFPDJH93X,2
2020-01-18,flio@yahoo.com,34575,3HJ2NGA6GA6M,1
2020-01-18,soa@msn.com,79682,NKVF5FXE9QIU,1
2020-01-18,soa@msn.com,79682,7IKUCENL4E07,1
2020-01-18,hiunk@yahoo.com,30630,YZRG8LNVQZFN,4
2020-01-18,voe@gmail.com,30085,OWUQHKVCT73S,4
2020-01-18,che@gmail.com,28690,X5JG6K84ILVM,1
2020-01-18,che@gmail.com,28690,9BFTFAZVMYQD,1
2020-01-18,truh@inbox.com,87517,Y467BN0FNQ26,1
2020-01-18,truh@inbox.com,87517,8KG897ZQX92Q,4
2020-01-18,truh@inbox.com,87517,ZIP23SV5VKYB,2
2020-01-18,truh@inbox.com,87517,HZJDDVNKPSZ9,1
2020-01-19,swi@aol.com,54339,3QPQTLBZNBWG,1
2020-01-19,swi@aol.com,54339,SHLFOTGAVTOD,1
2020-01-19,smiah@gmail.com,32107,BXT907ZA8IWY,2
2020-01-19,smiah@gmail.com,32107,B2LJSU74JRAN,3
2020-01-19,smiah@gmail.com,32107,9XC6B4KX4LZL,3
2020-01-19,draesk@gmail.com,45463,MHX2UL6UMES0,3
2020-01-19,draesk@gmail.com,45463,SV6KZX7NMTLT,1
2020-01-19,shyf@gmail.com,70103,UB3I1JS79R5U,2
2020-01-19,cleash@hotmail.com,37764,FT1NJLEBV67N,1
2020-01-19,neu@gmail.com,30129,IWKUUTN5D13I,1
2020-01-19,ha@msn.com,29315,PKC0QFPXQLKZ,2
2020-01-19,ha@msn.com,29315,VXZ13J7RUCB5,1
2020-01-19,ju@gmail.com,58343,9GJ8K02VWGZF,1
2020-01-19,ju@gmail.com,58343,VHTTICVBRQO7,2
2020-01-19,flea@gmail.com,05490,39OM0CU27IBE,3
2020-01-19,flea@gmail.com,05490,4TKA49E52L49,3
2020-01-20,fou@gmail.com,27626,340MRWT355T6,2
2020-01-20,paim@msn.com,85059,E8EJSE6VIR15,4
2020-01-20,paim@msn.com,85059,C02JBG04L9K8,1
2020-01-20,bro@icloud.com,36808,84DSFO9ROUNC,5
2020-01-21,smoeb@yahoo.com,83416,0X9P4U483XYV,2
2020-01-21,skei@msn.com,59822,OMX80565RXPZ,1
2020-01-21,kio@yahoo.com,13078,LLK7KX0GQ3GD,1
2020-01-21,kio@yahoo.com,13078,HKOX3KY17KHM,1
2020-01-21,snad@outlook.com,35989,OVIHQ2UY2J0J,2
2020-01-21,lu@hotmail.com,42686,SMUEYNVO9RNW,3
2020-01-21,lu@hotmail.com,42686,7Q1XGWV9B11P,2
2020-01-21,nusp@outlook.com,44537,B8SY6HME8V3Y,1
2020-01-21,skint@gmail.com,36480,DXXJTT7FRL6N,2
2020-01-21,swusk@msn.com,16178,78H63B698ZNB,1
2020-01-21,swusk@msn.com,16178,N6W364BW8U51,1
2020-01-22,bo@inbox.com,43806,RFFW0TWRG22I,2
2020-01-22,bo@inbox.com,43806,2RRZYMH38HX4,1
2020-01-22,frank@msn.com,48928,V44D0GZG1U35,1
2020-01-22,frank@msn.com,48928,HCXPZ6ZCO35I,3
2020-01-22,frank@msn.com,48928,L8M3EDCTBQZ0,4
2020-01-22,frank@msn.com,48928,AW5XC9A961LT,4
2020-01-22,shiuk@gmail.com,28051,FQK250KSPYMA,2
2020-01-22,shiuk@gmail.com,28051,3UHOO98CYC1Z,2
2020-01-22,shiuk@gmail.com,28051,34PI2MQSEB5X,2
2020-01-22,hea@gmail.com,75365,7I0W8SHQGJI5,1
2020-01-23,lish@live.com,51021,IAICITYD8NZ1,3
2020-01-23,ste@live.com,29547,0AC7RQU13U0S,1
2020-01-23,ste@live.com,29547,J7LBW7DD1W9S,2
2020-01-23,ji@hotmail.com,43859,9M9T62X2XZFP,1
2020-01-23,ji@hotmail.com,43859,DS29Z8VZ1O3Y,1
2020-01-23,vio@gmail.com,44517,ZH0HM5UZCLMY,1
2020-01-23,vio@gmail.com,44517,7AUAQKBHPH74,2
2020-01-23,shoe@live.com,36808,FMMYYBNTO08I,2
2020-01-24,saont@yahoo.com,39750,8I7EBCT9PWBE,4
2020-01-24,bla@mail.com,60578,WNIQ45PW5QFO,1
2020-01-24,bla@mail.com,60578,37WL2151AJXO,1
2020-01-24,bla@mail.com,60578,AJ2B0Z5N5FPS,1
2020-01-24,wiov@yahoo.com,63820,6HLJDWTNX49T,1
2020-01-24,blisk@yahoo.com,63420,EFY882NW4G07,3
2020-01-24,blisk@yahoo.com,63420,03LK6FXBJY5O,2
2020-01-24,blisk@yahoo.com,63420,67DY21TCRIXU,1
2020-01-24,sly@gmail.com,81393,S02IWYXKTUVI,1
2020-01-24,sly@gmail.com,81393,UBQJZ5Z5WZUN,3
2020-01-24,gouss@gmail.com,05490,P182HES5XR61,2
2020-01-24,gouss@gmail.com,05490,55AC5IEUQ9EN,2
2020-01-24,gouss@gmail.com,05490,9OR8A8EGZ7LT,1
2020-01-24,gouss@gmail.com,05490,6CF1B13AS8RC,2
2020-01-24,shiug@outlook.com,89892,4G04A0WVHF5H,2
2020-01-24,frept@yahoo.com,40918,1R3U30CTSA9W,1
2020-01-24,strar@gmail.com,31978,K9SP52G8Q9B4,1
2020-01-24,yiob@inbox.com,72721,1ZVDO3GWEWUC,1
2020-01-24,fli@hotmail.com,81700,DUYXO8LKHYEG,1
2020-01-24,fli@hotmail.com,81700,5Z6FNVDKV65F,1
2020-01-24,gree@yahoo.com,41601,081HN418WBGC,1
2020-01-24,gree@yahoo.com,41601,QSONM1BNXQCZ,1
2020-01-24,gree@yahoo.com,41601,OAV5D5UQCPP4,3
2020-01-24,hon@yahoo.com,41601,7C7ZNTU2H3HI,3
2020-01-24,hon@yahoo.com,41601,FUIMOW9BSFNY,2
2020-01-24,bi@hotmail.com,06632,X2RXV3NGEZEG,2
2020-01-24,reem@outlook.com,55492,UE3X92CV8JR8,2
2020-01-25,vuoss@outlook.com,05107,GWFK2DFRCONB,2
2020-01-25,soa@outlook.com,19308,QKBRZL4PAG8F,2
2020-01-25,shoz@yahoo.com,35309,PHMEMVRXPTL5,2
2020-01-25,shoz@yahoo.com,35309,9CW7D8EWPY03,6
2020-01-25,shoz@yahoo.com,35309,5B2M8IKNN4DF,1
2020-01-25,crio@gmail.com,70103,8O8O61CF830H,2
2020-01-25,crio@gmail.com,70103,RD8WD7NB8VL1,1
2020-01-25,zef@gmail.com,35989,OY3NVPU0UXNH,3
2020-01-26,droi@aol.com,78567,ODKFF1RU3FWC,1
2020-01-26,droi@aol.com,78567,6N72H0B6E68O,1
2020-01-26,claa@yahoo.com,91994,S05Z9BPBJ4UT,2
2020-01-26,no@inbox.com,23583,58TT7M1B72LH,1
2020-01-26,pluo@icloud.com,99661,E0YKRVEA53TT,3
2020-01-26,pluo@icloud.com,99661,0BJWEANMF29L,1
2020-01-26,pluo@icloud.com,99661,8387DOKACCR5,1
2020-01-26,blei@live.com,21553,5QVZ2I6LJ7EE,2
2020-01-27,gio@live.com,03932,7H20HHUY7JV9,4
2020-01-27,flia@gmail.com,99126,KIZVELRXPNAC,1
2020-01-27,sind@live.com,24633,XK3TAEJTR9CP,1
2020-01-27,zi@live.com,59189,U7MOZ5NE16DL,3
2020-01-27,zi@live.com,59189,SFV3LYU57Z14,2
2020-01-27,wai@msn.com,48316,KODTIVHPMTWL,2
2020-01-28,dreo@gmail.com,46479,1K7L9H608TGE,3
2020-01-28,dreo@gmail.com,46479,7Z6H6WS4HPIY,1
2020-01-28,dreo@gmail.com,46479,SCVPBVI3SKPI,1
2020-01-28,dreo@gmail.com,46479,ZJEHWCH2B2L5,1
2020-01-28,dreo@gmail.com,46479,56R8Z0EJ88KM,4
2020-01-28,dreo@gmail.com,46479,K933KJ6TJZC6,1
2020-01-28,snuesk@outlook.com,06669,LTC9DN09YC0T,2
2020-01-28,plich@aol.com,45463,O09OIXT2QEDL,1
2020-01-28,plich@aol.com,45463,6FSSHYYP4UGY,1
2020-01-28,smoet@icloud.com,79973,HC184J5USMGD,1
2020-01-28,tria@live.com,56213,B74JOVDZ0MYF,3
2020-01-28,tria@live.com,56213,7XCKGECXJPPU,2
2020-01-28,tria@live.com,56213,3K8RDQCWR5EJ,1
2020-01-28,tria@live.com,56213,MJC6SSNIUQ4Y,2
2020-01-28,chaav@gmail.com,47299,KTHSYE8P5FTD,1
2020-01-28,chaav@gmail.com,47299,QE58LLT0XBB2,1
2020-01-28,chaav@gmail.com,47299,37BRFUCGE9FB,2
2020-01-28,chaav@gmail.com,47299,BAH3MGZD3HUV,2
2020-01-28,chaav@gmail.com,47299,3JN7DN2T0OKR,2
2020-01-28,crio@gmail.com,70103,5JXL5QJQYNWP,1
2020-01-29,chiu@aol.com,44373,YJ9NO4F2SCOG,1
2020-01-29,chiu@aol.com,44373,PBG0SADEQF29,1
2020-01-29,chiu@aol.com,44373,UI2XPSI8B6SM,1
2020-01-29,chiu@aol.com,44373,58EDROK8H7X6,1
2020-01-29,gloemp@hotmail.com,94780,JQC358FXK3HC,2
2020-01-29,gloemp@hotmail.com,94780,J6UU1Y3QOWKQ,4
2020-01-29,chai@yahoo.com,34731,RBADJ9REZDD2,1
2020-01-29,chai@yahoo.com,34731,531Y0IX597TO,1
2020-01-29,chai@yahoo.com,34731,718U6MX660SA,1
2020-01-29,try@hotmail.com,19872,8570FZ8B7NG8,1
2020-01-29,try@hotmail.com,19872,384M2CYV1XUB,1
2020-01-29,snuel@yahoo.com,24841,MSFE2GL6OXNI,1
2020-01-29,snuel@yahoo.com,24841,4DD326A9QC21,1
2020-01-30,glip@yahoo.com,44962,C12T8IHSQBYJ,1
2020-01-30,vuoss@outlook.com,05107,7UIVDPF57INL,3
2020-01-30,jiow@inbox.com,80411,TXBY1I4785NY,1
2020-01-30,jiow@inbox.com,80411,AVRDS8FKA0LP,1
2020-01-30,nict@gmail.com,29302,SE2Y2L88J4Z8,2
2020-01-30,briot@aol.com,41601,UM1R9QVRJ8DN,1
2020-01-30,briot@aol.com,41601,DQRUFSYNEYZ3,1
2020-01-30,briot@aol.com,41601,6AOY4UNYDQ5I,3
2020-01-30,mom@msn.com,28690,VWZP69LXZX6I,1
2020-01-31,chueft@msn.com,60801,EA4STVTVJNPP,2
2020-01-31,chueft@msn.com,60801,TQENHU525TOE,2
2020-01-31,chueft@msn.com,60801,6C5GS0AOXU81,3
2020-01-31,yaiw@msn.com,76905,8VW61Y2EK7V0,1
2020-01-31,strysp@hotmail.com,28875,9MWY5B01YLNT,2
2020-01-31,strysp@hotmail.com,28875,DJG6MG97QQ38,3
2020-01-31,spiw@aol.com,39213,7WHNZ1XNMC00,3
2020-02-01,pupt@gmail.com,74876,N0220GP1Y6XZ,1
2020-02-01,pupt@gmail.com,74876,JOM1T4YDEEZB,1
2020-02-01,pia@gmail.com,35955,DFUPXV72GG1S,1
2020-02-01,pia@gmail.com,35955,3NB132ZNIWUP,5
2020-02-01,spoel@gmail.com,78476,1XEK21F0F3V1,1
2020-02-01,shesk@gmail.com,05490,GXFIKASZ1MEE,2
2020-02-02,zeeb@hotmail.com,89706,DQE06HCLBFPL,3
2020-02-02,goo@outlook.com,56216,WXCS2OXFD0D4,1
2020-02-02,vap@gmail.com,36370,MAW2WM3BFW3O,1
2020-02-02,vap@gmail.com,36370,JL5B13UNZGCZ,2
2020-02-02,vap@gmail.com,36370,MC8S9U5JG64H,3
2020-02-02,vap@gmail.com,36370,WUZGA6Q9OIRU,1
2020-02-02,gleer@hotmail.com,77145,0HGDH03T5H3S,3
2020-02-03,frue@aol.com,59036,BZ9GK018HDPS,1
2020-02-03,frue@aol.com,59036,MTRE4J9VKWNK,1
2020-02-03,sweu@hotmail.com,44962,VBWOKBUHFTLU,1
2020-02-03,bliech@gmail.com,42686,QWR38OFB57NE,1
2020-02-03,bliech@gmail.com,42686,2QA91PP194S9,1
2020-02-03,bliech@gmail.com,42686,U03JSPUU87IP,1
2020-02-03,swea@outlook.com,39959,BKX6XFLJS7K7,2
2020-02-03,pleiy@outlook.com,44373,EDS411WKI58N,1
2020-02-03,fou@aol.com,10189,47K5OLJ5IN1B,1
2020-02-03,fou@aol.com,10189,NEC8DA24WNGX,1
2020-02-03,fou@aol.com,10189,QCZQJ4QC9ZJN,5
2020-02-03,drouct@yahoo.com,06054,XJJ3XTA9AZ7R,1
2020-02-03,drouct@yahoo.com,06054,SAPF7LU8NU6V,3
2020-02-03,drouct@yahoo.com,06054,ERDCUDU1E74K,1
2020-02-04,weu@msn.com,59036,9KX91IQILTQ1,3
2020-02-04,sko@gmail.com,84205,RECRG320W9FP,1
2020-02-04,froct@outlook.com,14783,5PNYLDBB9FZP,1
2020-02-04,drung@msn.com,88382,P5PFU4BXFB4Z,2
2020-02-04,drung@msn.com,88382,JMHOK4LIAGTJ,1
2020-02-05,shonk@yahoo.com,55492,V10HWLGYWN73,1
2020-02-06,sloapt@yahoo.com,78223,26IX4BOOQPX0,3
2020-02-06,wioch@outlook.com,44841,5PW4A7GOUXZR,1
2020-02-06,tao@aol.com,13633,5682VNBKPGZ5,3
2020-02-06,tao@aol.com,13633,NLXG2YDFAIDO,2
2020-02-07,jing@aol.com,79721,VC8JQDAFFYHB,3
2020-02-07,snaact@yahoo.com,21964,HB4LBRWF3EIJ,2
2020-02-08,strei@yahoo.com,39959,3NB132ZNIWUP,1
2020-02-08,strusp@live.com,19106,SZO29TH64QVQ,1
2020-02-08,stoz@gmail.com,33359,FLIKUWGDDD5X,1
2020-02-08,haft@yahoo.com,76565,NSTGZUZHYLLV,4
2020-02-08,byl@gmail.com,65376,20MDTWRHYNQ4,2
2020-02-09,fyl@hotmail.com,11195,UW6H9H8D216A,1
2020-02-09,buf@yahoo.com,26405,X42D4JZL4KDP,1
2020-02-09,buf@yahoo.com,26405,U4CARAW5CYFV,1
2020-02-09,slu@gmail.com,53166,R9UP59QVBQTA,1
2020-02-09,heft@aol.com,32107,RHTI608TL6N5,1
2020-02-09,heft@aol.com,32107,I44SSH3J6JAW,1
2020-02-09,heft@aol.com,32107,GLZ7R8UV2W5R,1
2020-02-09,jui@live.com,44500,TB4A2N1F6H0B,1
2020-02-09,jui@live.com,44500,UHKVEV8O32XR,1
2020-02-09,jui@live.com,44500,4LEYOWV5CIHJ,2
2020-02-10,mieg@hotmail.com,56160,W4ILYTCWCYAQ,3
2020-02-10,snaipt@gmail.com,21729,6J7DL4II93LK,2
2020-02-10,snaipt@gmail.com,21729,WAGQFHLJNJ6W,1
2020-02-10,snaipt@gmail.com,21729,ZM1IXYXZEL8I,1
2020-02-10,grau@icloud.com,83416,5C0A3CMH5CFK,2
2020-02-10,tril@live.com,45628,R04R76X68LWY,1
2020-02-11,gluo@yahoo.com,24841,1VHNKDCQR4LC,1
2020-02-11,lov@aol.com,90118,F4DW0X6KKQRW,1
2020-02-11,lov@aol.com,90118,XTSE0IOKGJY4,5
2020-02-11,bu@hotmail.com,93491,HKVVT4FWYGT3,4
2020-02-11,bu@hotmail.com,93491,9FI0UNSK30UP,1
2020-02-11,deesk@icloud.com,99509,9906XUKQ9WAB,1
2020-02-11,deesk@icloud.com,99509,1TPCSZQ4DKAD,1
2020-02-11,strar@gmail.com,31978,HPD89TFF5HKC,1
2020-02-11,strar@gmail.com,31978,D2M67172KLYU,1
2020-02-11,strar@gmail.com,31978,ZPPZH64WXCA2,4
2020-02-11,spuond@live.com,91250,9013EPV55UTE,1
2020-02-11,spuond@live.com,91250,VO6YL7RT7NVP,1
2020-02-12,te@live.com,28875,SFGP1GT1DSIU,1
2020-02-12,gree@hotmail.com,65251,BSPYIYOX5W3M,2
2020-02-12,dru@aol.com,97579,18RVCZ2ZNRXV,3
2020-02-12,dru@aol.com,97579,5CKLD42KOEZ6,2
2020-02-12,dru@aol.com,97579,GTQ7EWX60YV0,1
2020-02-13,gre@icloud.com,87572,PT67M9CMZWBX,5
2020-02-13,glosp@msn.com,33138,84ZT1WZPPL8T,2
2020-02-13,drouf@gmail.com,87304,FD28J8GUQHVE,1
2020-02-13,drouf@gmail.com,87304,WD1H1579QS5U,2
2020-02-13,drouf@gmail.com,87304,XKAO4B5WK92P,4
2020-02-13,cra@msn.com,08315,QJXJF8IUXOYS,1
2020-02-14,leo@gmail.com,77789,0KQ9E759IHPG,2
2020-02-14,leo@gmail.com,77789,UWX4V0YWX99I,1
2020-02-14,blosk@yahoo.com,16134,Y9CGTQDX62MH,2
2020-02-14,neu@gmail.com,30129,V7K4RQE3BKAR,2
2020-02-14,neu@gmail.com,30129,SYLKJIS3USZR,2
2020-02-14,lep@inbox.com,28690,J80OCYSYM09V,1
2020-02-14,lep@inbox.com,28690,996UVMEUH7UL,4
2020-02-14,slah@hotmail.com,32796,Z6LQASZXCYUK,2
2020-02-14,slah@hotmail.com,32796,QCI08GIC4J7D,4
2020-02-14,wiunt@yahoo.com,75365,A6G58PTCC4WJ,3
2020-02-15,gaa@gmail.com,31087,8QYO6I93IHFC,5
2020-02-15,luy@gmail.com,74087,S937H83N7PXO,1
2020-02-15,pleup@msn.com,44841,1C1R6JZ0W6SJ,1
2020-02-15,pleup@msn.com,44841,EQMNFS7C5C9D,2
2020-02-15,pleup@msn.com,44841,9MEXE450JDVU,1
2020-02-15,pleup@msn.com,44841,ACMLSRJRXD5C,3
2020-02-15,pleup@msn.com,44841,9TG9O6K7B17K,1
2020-02-15,smea@gmail.com,11195,STQ5JMJU3MWR,3
2020-02-16,plan@outlook.com,27856,NYU56MIL700F,3
2020-02-16,plan@outlook.com,27856,SZO29TH64QVQ,1
2020-02-16,spek@gmail.com,97579,5VYS7EOL9JNE,1
2020-02-16,kuend@gmail.com,39073,RDSPLZFQ9G55,1
2020-02-16,sou@outlook.com,67092,5Z67MF7BH6O5,1
2020-02-16,sou@outlook.com,67092,N1PL0NNI4PVL,1
2020-02-16,kee@gmail.com,49681,X9CTKYPJ2B86,2
2020-02-16,priesk@hotmail.com,14632,W74K7LEKWQL7,2
2020-02-16,lai@gmail.com,91148,O2XLMVBJFMON,1
2020-02-17,weob@msn.com,41604,UBFMWFAFVY4X,1
2020-02-17,weob@msn.com,41604,38NZX3OBNZ9N,2
2020-02-17,ny@live.com,19093,X2IJJRPAZE43,4
2020-02-17,ny@live.com,19093,8FD1S1ZW1MGL,1
2020-02-17,smau@msn.com,44254,LE0Q247UR809,1
2020-02-17,smau@msn.com,44254,7B995X5EYER4,4
2020-02-17,namp@gmail.com,06125,KI4DNJEOR4UA,1
2020-02-17,namp@gmail.com,06125,2XM83D7XZCE0,1
2020-02-17,bross@msn.com,31065,RGRRPT3WPXH1,4
2020-02-17,bross@msn.com,31065,HDQU025PYJG0,4
2020-02-17,sna@aol.com,03654,VQ9MCU8FC25T,2
2020-02-17,sna@aol.com,03654,HISVHBSGSOOY,2
2020-02-17,sna@aol.com,03654,1RBQ5JGY6JC0,2
2020-02-17,sna@aol.com,03654,7959KXF1O6QH,1
2020-02-17,shoo@yahoo.com,54967,YMSC3ADMMOAO,3
2020-02-17,shoo@yahoo.com,54967,0UFPM4NUGKH3,1
2020-02-17,shoo@yahoo.com,54967,NTUQG8YWPLQA,1
2020-02-17,shoo@yahoo.com,54967,INZ1223A21BX,3
2020-02-17,shoo@yahoo.com,54967,P3JOSETF10FE,1
2020-02-17,draa@outlook.com,88153,PZ430AFK41L1,1
2020-02-18,she@aol.com,03587,1SHNQFTZKXBF,1
2020-02-18,swoa@msn.com,11882,W5Y3HLVXQA2P,1
2020-02-19,glash@gmail.com,97642,21156XL2FRAR,1
